,,,,,,,,,,,Census,2010 Based Population Forecasts,,,,2020 Census Data
110,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,3441,3536,3628,3718,,
111,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2630,2702,2773,2842,,
112,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1162,1194,1225,1256,,
113,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2314,2378,2440,2500,,
114,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,3335,3427,3516,3603,,
115,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1726,1773,1820,1865,,
116,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2589,2660,2729,2797,,
117,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2223,2284,2344,2402,,
118,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2477,2545,2611,2676,,
1636,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,1213,1226,1236,1245,,
1637,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,110,111,112,113,,
1638,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,602,608,613,618,,
1639,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2516,2541,2563,2583,,
1640,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2335,2358,2379,2397,,
1641,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,3224,3256,3284,3310,,
1642,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2923,2952,2978,3001,,
1643,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,1926,1945,1962,1977,,
1644,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2338,2361,2382,2400,,
1645,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,432,436,440,443,,
1646,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2526,2551,2573,2593,,
1647,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2704,2731,2754,2776,,
1648,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,1611,1627,1641,1654,,
1649,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,3330,3363,3392,3418,,
1650,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,2161,2183,2201,2218,,
1651,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,1993,2013,2030,2046,,
1652,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,3695,3732,3764,3793,,
1653,Norwich,149,103,New London,614,SCCOG,13,SCCOG,13,,4854,4902,4945,4982,,
1518,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,283,299,315,330,,
1519,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,1281,1354,1425,1495,,
1520,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,1581,1671,1759,1845,,
1521,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,233,247,259,272,,
1522,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,1440,1522,1602,1680,,
1523,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,1623,1715,1805,1894,,
1524,Old Lyme,128,104,New London,615,RiverCOG,11,RiverCOG,11,,1162,1228,1293,1356,,
1511,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,1629,1675,1719,1763,,
1512,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,1651,1697,1742,1786,,
1513,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,1823,1874,1924,1973,,
1514,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,1242,1277,1311,1344,,
1515,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,2466,2535,2602,2667,,
1516,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,1388,1427,1465,1502,,
1517,Old Saybrook,127,105,Middlesex,412,RiverCOG,11,RiverCOG,11,,43,44,45,47,,
805,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1558,1582,1606,1629,,
806,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1752,1779,1805,1831,,
807,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1109,1126,1143,1159,,
808,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1994,2025,2055,2084,,
809,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,428,435,441,448,,
810,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,937,952,966,979,,
811,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1485,1508,1530,1552,,
812,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,2352,2388,2423,2459,,
813,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1103,1120,1137,1153,,
814,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1238,1257,1276,1294,,
418,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,356,407,457,506,,
419,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,1510,1726,1937,2143,,
420,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,948,1084,1216,1345,,
421,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,2683,3067,3441,3808,,
422,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,2087,2386,2677,2962,,
423,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,1837,2100,2356,2607,,
424,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,3262,3728,4183,4630,,
1792,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,2605,2738,2869,2996,,
1793,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,1528,1606,1683,1757,,
1794,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,1808,1901,1991,2079,,
1795,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,3978,4182,4380,4575,,
1796,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,1793,1885,1974,2062,,
1797,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,2834,2979,3121,3260,,
1798,Plainfield,167,108,Windham,808,NECCOG,15,NECCOG,R,,859,903,946,989,,
732,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1683,1721,1757,1793,,
733,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1194,1221,1247,1272,,
734,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1544,1578,1612,1645,,
735,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1268,1296,1324,1351,,
736,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,853,872,891,909,,
737,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1230,1257,1284,1310,,
738,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,2551,2608,2663,2718,,
739,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,3977,4065,4152,4236,,
740,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1776,1816,1854,1892,,
741,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1640,1677,1712,1747,,
669,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1415,1467,1518,1568,,
670,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,958,993,1028,1062,,
671,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1729,1793,1855,1917,,
672,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1834,1902,1968,2033,,
673,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,492,511,529,546,,
674,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1689,1751,1812,1872,,
675,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,788,818,846,873,,
676,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1086,1126,1165,1204,,
677,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1190,1234,1277,1319,,
678,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1062,1101,1140,1177,,
1759,Pomfret,161,111,Windham,809,NECCOG,15,NECCOG,R,,438,484,528,572,,
1760,Pomfret,161,111,Windham,809,NECCOG,15,NECCOG,R,,1029,1136,1241,1343,,
1761,Pomfret,161,111,Windham,809,NECCOG,15,NECCOG,R,,1034,1142,1247,1349,,
1762,Pomfret,161,111,Windham,809,NECCOG,15,NECCOG,R,,1746,1927,2104,2278,,
1322,Portland,107,112,Middlesex,413,RiverCOG,11,RiverCOG,11,,1016,1052,1087,1122,,
1323,Portland,107,112,Middlesex,413,RiverCOG,11,RiverCOG,11,,673,697,721,743,,
1324,Portland,107,112,Middlesex,413,RiverCOG,11,RiverCOG,11,,1514,1568,1620,1672,,
1325,Portland,107,112,Middlesex,413,RiverCOG,11,RiverCOG,11,,2350,2434,2515,2595,,
1326,Portland,107,112,Middlesex,413,RiverCOG,11,RiverCOG,11,,3955,4095,4232,4366,,
1658,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,867,872,876,880,,
1659,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,1158,1164,1170,1176,,
1660,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,625,628,631,635,,
1661,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,366,368,370,372,,
1662,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,794,798,802,806,,
1663,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,330,332,334,335,,
1664,Preston,151,113,New London,616,SCCOG,13,SCCOG,13,,586,589,592,595,,
792,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1888,2044,2197,2346,,
793,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,2241,2427,2607,2785,,
794,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1954,2116,2274,2429,,
795,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1924,2083,2239,2391,,
796,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1398,1514,1627,1738,,
1777,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,2218,2288,2356,2422,,
1778,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,2353,2427,2499,2570,,
1779,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,2229,2299,2367,2434,,
1780,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,831,857,883,908,,
1781,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,998,1029,1060,1090,,
1782,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,691,713,734,755,,
1783,Putnam,165,115,Windham,810,NECCOG,15,NECCOG,R,,264,272,280,288,,
254,Redding,24,116,Fairfield,114,WestCOG,1,HVMPO,2,,2064,2192,2316,2438,,
255,Redding,24,116,Fairfield,114,WestCOG,1,HVMPO,2,,1256,1334,1409,1484,,
256,Redding,24,116,Fairfield,114,WestCOG,1,HVMPO,2,,2989,3173,3354,3530,,
257,Redding,24,116,Fairfield,114,WestCOG,1,HVMPO,2,,2849,3025,3197,3365,,
128,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1513,1596,1677,1757,,
129,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2093,2208,2320,2430,,
130,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2775,2928,3076,3222,,
131,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1261,1330,1399,1464,,
132,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2238,2361,2481,2599,,
133,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2160,2279,2395,2508,,
134,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2020,2131,2239,2346,,
135,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1034,1091,1147,1201,,
136,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1310,1382,1452,1521,,
137,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1671,1763,1852,1940,,
138,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,1382,1458,1532,1605,,
139,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2589,2731,2870,3006,,
140,Ridgefield,7,117,Fairfield,115,WestCOG,1,HVMPO,2,,2592,2735,2874,3010,,
1211,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,3128,3373,3612,3846,,
1212,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,5121,5522,5913,6297,,
1213,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,1231,1327,1422,1514,,
1214,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,1621,1748,1872,1993,,
1215,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,780,842,901,959,,
1216,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,2512,2709,2901,3089,,
1217,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,2365,2550,2731,2908,,
1218,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,2563,2764,2960,3152,,
1219,Rocky Hill,94,118,Hartford,221,CRCOG,10,CRCOG,10,,388,419,448,478,,
231,Roxbury,20,119,Litchfield,317,NHCOG,3,NHCOG,R,,212,234,256,277,,
232,Roxbury,20,119,Litchfield,317,NHCOG,3,NHCOG,R,,447,494,540,585,,
233,Roxbury,20,119,Litchfield,317,NHCOG,3,NHCOG,R,,994,1099,1200,1301,,
234,Roxbury,20,119,Litchfield,317,NHCOG,3,NHCOG,R,,609,673,736,797,,
1534,Salem,130,120,New London,617,SCCOG,13,SCCOG,13,,649,735,818,899,,
1535,Salem,130,120,New London,617,SCCOG,13,SCCOG,13,,1724,1950,2171,2387,,
1536,Salem,130,120,New London,617,SCCOG,13,SCCOG,13,,970,1097,1221,1343,,
1537,Salem,130,120,New London,617,SCCOG,13,SCCOG,13,,808,914,1017,1119,,
206,Salisbury,14,121,Litchfield,318,NHCOG,3,NHCOG,R,,1293,1302,1307,1311,,
207,Salisbury,14,121,Litchfield,318,NHCOG,3,NHCOG,R,,763,769,772,774,,
208,Salisbury,14,121,Litchfield,318,NHCOG,3,NHCOG,R,,894,900,904,907,,
209,Salisbury,14,121,Litchfield,318,NHCOG,3,NHCOG,R,,791,796,800,802,,
1624,Scotland,146,123,Windham,811,NECCOG,15,NECCOG,R,,761,847,932,1014,,
1625,Scotland,146,123,Windham,811,NECCOG,15,NECCOG,R,,231,257,283,308,,
1626,Scotland,146,123,Windham,811,NECCOG,15,NECCOG,R,,393,438,481,524,,
1627,Scotland,146,123,Windham,811,NECCOG,15,NECCOG,R,,341,380,417,454,,
587,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,982,1037,1091,1144,,
588,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,2047,2162,2275,2385,,
589,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,1834,1937,2038,2137,,
590,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,3352,3541,3725,3905,,
591,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,2846,3006,3163,3316,,
592,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,1770,1870,1967,2062,,
593,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,548,580,609,639,,
594,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,3161,3339,3513,3683,,
202,Sharon,13,125,Litchfield,319,NHCOG,3,NHCOG,R,,439,447,454,461,,
203,Sharon,13,125,Litchfield,319,NHCOG,3,NHCOG,R,,1572,1598,1626,1652,,
204,Sharon,13,125,Litchfield,319,NHCOG,3,NHCOG,R,,626,637,647,658,,
205,Sharon,13,125,Litchfield,319,NHCOG,3,NHCOG,R,,145,148,150,152,,
551,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1117,1187,1255,1322,,
552,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,957,1018,1075,1132,,
553,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1890,2008,2123,2236,,
554,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2272,2414,2553,2688,,
555,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2651,2817,2978,3137,,
556,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1908,2027,2144,2258,,
557,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1925,2045,2163,2278,,
558,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,3089,3282,3471,3655,,
559,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2019,2145,2268,2389,,
560,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1743,1852,1958,2062,,
561,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1054,1120,1184,1247,,
562,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2468,2622,2773,2920,,
563,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2851,3029,3203,3374,,
564,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2105,2237,2365,2491,,
565,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,3688,3919,4144,4364,,
566,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2590,2752,2910,3065,,
567,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2609,2772,2931,3087,,
568,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1559,1656,1752,1845,,
569,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1064,1131,1195,1259,,
179,Sherman,10,127,Fairfield,117,WestCOG,1,HVMPO,2,,851,944,1034,1123,,
180,Sherman,10,127,Fairfield,117,WestCOG,1,HVMPO,2,,556,617,676,733,,
181,Sherman,10,127,Fairfield,117,WestCOG,1,HVMPO,2,,1127,1249,1369,1487,,
182,Sherman,10,127,Fairfield,117,WestCOG,1,HVMPO,2,,1047,1161,1272,1381,,
1097,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1200,1236,1271,1305,,
1098,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1797,1851,1903,1955,,
1099,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,894,921,947,973,,
1100,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1784,1837,1890,1941,,
1101,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,4859,5004,5146,5286,,
1102,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1617,1665,1713,1759,,
1103,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1823,1878,1931,1983,,
1104,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1056,1088,1119,1149,,
1105,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,594,612,629,646,,
1106,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,2626,2705,2781,2857,,
1107,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,3167,3262,3355,3445,,
1108,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,730,752,773,794,,
1109,Simsbury,87,128,Hartford,222,CRCOG,10,CRCOG,10,,1364,1405,1445,1484,,
1430,Somers,114,129,Tolland,708,CRCOG,10,CRCOG,10,,4767,5138,5500,5855,,
1431,Somers,114,129,Tolland,708,CRCOG,10,CRCOG,10,,2880,3104,3323,3537,,
1432,Somers,114,129,Tolland,708,CRCOG,10,CRCOG,10,,850,916,981,1045,,
1433,Somers,114,129,Tolland,708,CRCOG,10,CRCOG,10,,1692,1824,1952,2078,,
1434,Somers,114,129,Tolland,708,CRCOG,10,CRCOG,10,,1255,1353,1448,1541,,
1385,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,558,613,667,720,,
1386,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,164,181,196,212,,
1387,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1856,2040,2220,2396,,
1388,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,2607,2866,3118,3366,,
1389,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1936,2128,2316,2499,,
1390,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,3669,4033,4389,4737,,
1391,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,516,567,617,666,,
1392,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,868,954,1038,1121,,
1393,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1886,2073,2256,2435,,
1394,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,2906,3195,3476,3752,,
1395,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1687,1855,2018,2178,,
1396,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,350,385,419,452,,
1397,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1614,1774,1931,2084,,
1398,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,4055,4458,4850,5234,,
1399,South Windsor,111,132,Hartford,224,CRCOG,10,CRCOG,10,,1037,1140,1240,1339,,
322,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1391,1511,1629,1744,,
323,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,3922,4262,4593,4918,,
324,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1724,1873,2019,2162,,
325,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1673,1818,1959,2098,,
326,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1635,1777,1915,2050,,
327,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,2431,2642,2847,3048,,
328,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,717,779,840,899,,
329,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1341,1457,1570,1681,,
330,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,878,954,1028,1101,,
331,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,4192,4555,4909,5256,,
989,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,2559,2669,2777,2882,,
990,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,4182,4362,4538,4710,,
991,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,3035,3166,3293,3418,,
992,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,4658,4859,5054,5247,,
993,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,1116,1164,1211,1257,,
994,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,2599,2711,2820,2927,,
995,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,2467,2573,2677,2779,,
996,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,1921,2004,2085,2164,,
997,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,3318,3461,3601,3737,,
998,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,2196,2291,2383,2473,,
999,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,854,891,927,963,,
1000,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,4223,4405,4583,4757,,
1001,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,1868,1949,2027,2104,,
1002,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,2743,2861,2977,3090,,
1003,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,3181,3318,3452,3583,,
1004,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,953,994,1034,1073,,
1005,Southington,81,131,Hartford,223,CRCOG,10,CRCOG,10,,1196,1248,1298,1347,,
1628,Sprague,147,133,New London,618,SCCOG,13,SCCOG,13,,1003,1004,1004,1004,,
1629,Sprague,147,133,New London,618,SCCOG,13,SCCOG,13,,470,470,470,471,,
1630,Sprague,147,133,New London,618,SCCOG,13,SCCOG,13,,519,519,520,520,,
1631,Sprague,147,133,New London,618,SCCOG,13,SCCOG,13,,992,993,993,993,,
1578,Stafford,138,134,Tolland,709,CRCOG,10,CRCOG,10,,1919,2053,2184,2313,,
1579,Stafford,138,134,Tolland,709,CRCOG,10,CRCOG,10,,2335,2498,2658,2814,,
1580,Stafford,138,134,Tolland,709,CRCOG,10,CRCOG,10,,4725,5056,5378,5694,,
1581,Stafford,138,134,Tolland,709,CRCOG,10,CRCOG,10,,3108,3326,3538,3745,,
28,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3687,3869,4047,4221,,
29,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3026,3175,3321,3464,,
30,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4237,4446,4650,4850,,
31,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3586,3763,3936,4105,,
32,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4896,5138,5374,5605,,
33,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4952,5197,5435,5669,,
34,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,1716,1801,1883,1964,,
35,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2636,2766,2893,3018,,
36,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3407,3575,3739,3900,,
37,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2569,2696,2820,2941,,
38,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2243,2354,2462,2568,,
39,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3218,3377,3532,3684,,
40,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,6257,6566,6867,7162,,
41,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4168,4374,4575,4771,,
42,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,7354,7717,8070,8417,,
43,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2053,2154,2253,2350,,
44,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,1325,1390,1454,1517,,
45,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2566,2693,2816,2937,,
46,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3737,3922,4102,4278,,
47,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,1324,1390,1453,1516,,
48,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,5366,5631,5889,6142,,
49,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2058,2160,2259,2356,,
50,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3705,3888,4066,4241,,
