,,,,,,,,,,,CTDPH,2015 Based Population Forecasts,,,
538,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2758,2776,2811,2845,2879
539,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2889,2908,2944,2981,3016
540,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1429,1438,1457,1475,1492
541,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,3498,3521,3566,3609,3652
542,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,819,824,834,845,855
543,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1309,1318,1335,1351,1367
544,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1822,1834,1857,1880,1903
545,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2554,2570,2603,2635,2666
546,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1630,1641,1662,1682,1702
547,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1901,1913,1937,1961,1984
548,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2220,2235,2263,2291,2318
549,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2254,2269,2297,2326,2353
550,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2034,2047,2073,2098,2123
551,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1166,1202,1274,1344,1413
552,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,999,1030,1091,1152,1211
553,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1973,2034,2155,2274,2391
554,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2372,2445,2591,2734,2874
555,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2767,2853,3023,3190,3353
556,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1992,2054,2176,2296,2414
557,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2010,2072,2195,2316,2435
558,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,3225,3325,3523,3717,3907
559,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2108,2173,2303,2429,2554
560,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1819,1876,1988,2097,2205
561,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1100,1135,1202,1268,1333
562,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2576,2656,2815,2970,3122
563,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2976,3069,3251,3430,3606
564,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2197,2266,2401,2533,2663
565,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,3850,3970,4206,4437,4666
566,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2704,2788,2954,3116,3276
567,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,2724,2808,2975,3139,3300
568,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1627,1678,1778,1876,1972
569,Shelton,50,126,Fairfield,116,NVCOG,5,GBVMPO,6,,1111,1145,1213,1280,1346
570,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,614,616,621,625,629
571,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,1586,1592,1603,1614,1625
572,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,2916,2926,2947,2967,2987
573,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,1206,1210,1219,1227,1235
574,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,2494,2503,2521,2538,2555
575,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,1248,1253,1261,1270,1279
576,Derby,51,36,New Haven,506,NVCOG,5,GBVMPO,6,,2636,2646,2664,2683,2701
577,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,2115,2112,2107,2102,2096
578,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,2407,2404,2397,2392,2386
579,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,1362,1361,1357,1354,1351
580,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,3410,3405,3397,3388,3380
581,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,2445,2442,2436,2430,2424
582,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,624,623,622,620,619
583,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,1342,1340,1337,1333,1330
584,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,1838,1836,1831,1827,1823
585,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,1889,1887,1882,1878,1873
586,Ansonia,52,2,New Haven,501,NVCOG,5,GBVMPO,6,,1422,1420,1417,1413,1410
587,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,978,1002,1047,1092,1136
588,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,2039,2087,2183,2277,2369
589,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,1827,1870,1956,2040,2122
590,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,3339,3418,3575,3728,3879
591,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,2835,2902,3035,3165,3293
592,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,1763,1805,1887,1968,2048
593,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,546,559,584,609,634
594,Seymour,53,124,New Haven,521,NVCOG,5,GBVMPO,6,,3148,3223,3371,3516,3658
595,Beacon Falls,54,6,New Haven,502,NVCOG,5,CNVRMPO,5,,3417,3568,3865,4157,4443
596,Beacon Falls,54,6,New Haven,502,NVCOG,5,CNVRMPO,5,,1137,1187,1286,1383,1479
597,Beacon Falls,54,6,New Haven,502,NVCOG,5,CNVRMPO,5,,445,465,504,542,579
598,Beacon Falls,54,6,New Haven,502,NVCOG,5,CNVRMPO,5,,1082,1129,1224,1316,1407
599,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2263,2310,2402,2493,2582
600,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1059,1081,1124,1167,1209
601,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3100,3164,3291,3415,3538
602,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,4036,4119,4284,4446,4605
603,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1733,1769,1840,1909,1978
604,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1420,1450,1508,1565,1621
605,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2161,2206,2294,2381,2466
606,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3068,3131,3257,3380,3500
607,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1232,1258,1308,1358,1406
608,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3282,3350,3485,3616,3746
609,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1362,1390,1446,1501,1554
610,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2824,2882,2998,3111,3223
611,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2637,2692,2799,2905,3009
612,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1361,1389,1445,1499,1553
613,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2336,2352,2382,2411,2441
614,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1764,1776,1799,1821,1843
615,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,765,770,780,790,799
616,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,0
617,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,610,614,622,630,637
618,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2580,2597,2630,2663,2695
619,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2276,2291,2321,2349,2378
620,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1057,1064,1077,1091,1104
621,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1977,1990,2015,2040,2065
622,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1331,1340,1357,1374,1390
623,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1870,1882,1907,1930,1954
624,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2380,2395,2426,2456,2486
625,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,111,112,114,115,116
626,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2679,2696,2731,2765,2798
627,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1904,1916,1941,1965,1989
628,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2911,2930,2968,3005,3041
629,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1240,1248,1264,1280,1295
630,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1767,1778,1801,1823,1845
631,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1307,1316,1333,1349,1366
632,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,68,68,69,70,71
633,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3083,3103,3143,3182,3220
634,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3626,3650,3696,3742,3788
635,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3469,3492,3537,3581,3624
636,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,474,477,483,489,495
637,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3807,3832,3881,3930,3977
638,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2793,2811,2847,2883,2917
639,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3651,3674,3722,3768,3813
640,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1668,1679,1700,1722,1742
641,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1854,1867,1890,1914,1937
642,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2351,2367,2397,2427,2456
643,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,4398,4427,4483,4539,4594
644,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,4102,4129,4182,4234,4285
645,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1267,1275,1291,1307,1323
646,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2798,2816,2852,2888,2923
647,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,0
648,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1442,1452,1470,1489,1507
649,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1571,1582,1602,1622,1641
650,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3683,3707,3755,3801,3847
651,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2453,2469,2500,2531,2562
652,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,99,99,101,102,103
653,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1528,1538,1558,1577,1596
654,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,249,251,254,257,261
655,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1511,1521,1541,1560,1579
656,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2553,2570,2603,2635,2667
657,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2086,2100,2127,2153,2179
658,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1360,1369,1387,1404,1421
659,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3643,3666,3714,3760,3805
660,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2234,2249,2277,2306,2334
661,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1959,1972,1997,2022,2046
662,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2651,2668,2702,2736,2769
663,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,101,101,103,104,105
664,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,0
665,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,353,355,360,364,369
666,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3908,3933,3984,4033,4082
667,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2692,2710,2745,2779,2812
668,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2452,2468,2499,2530,2561
669,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1365,1381,1413,1444,1475
670,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,924,935,957,978,999
671,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1668,1688,1727,1765,1802
672,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1770,1791,1832,1872,1912
673,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,475,480,491,502,513
674,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1630,1649,1687,1724,1760
675,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,760,769,787,804,821
676,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1048,1060,1084,1108,1132
677,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1148,1162,1188,1215,1240
678,Plymouth,57,110,Litchfield,316,NVCOG,5,CNVRMPO,5,,1025,1037,1061,1084,1107
679,Burlington,58,20,Hartford,205,NHCOG,3,NHCOG,R,,2554,2689,2956,3217,3475
680,Burlington,58,20,Hartford,205,NHCOG,3,NHCOG,R,,2058,2167,2382,2593,2800
681,Burlington,58,20,Hartford,205,NHCOG,3,NHCOG,R,,3477,3661,4025,4382,4732
682,Burlington,58,20,Hartford,205,NHCOG,3,NHCOG,R,,1534,1616,1776,1933,2088
683,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,2841,2943,3144,3340,3533
684,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,1950,2019,2157,2292,2424
685,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,901,933,996,1059,1120
686,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,1072,1111,1186,1260,1334
687,Barkhamsted,60,5,Litchfield,301,NHCOG,3,NHCOG,R,,955,979,1028,1077,1124
688,Barkhamsted,60,5,Litchfield,301,NHCOG,3,NHCOG,R,,635,652,685,716,748
689,Barkhamsted,60,5,Litchfield,301,NHCOG,3,NHCOG,R,,1007,1033,1085,1136,1186
690,Barkhamsted,60,5,Litchfield,301,NHCOG,3,NHCOG,R,,1088,1117,1173,1228,1282
691,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,129,134,145,156,166
692,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,441,460,497,533,570
693,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,542,566,611,657,701
694,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,194,202,219,235,251
695,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,821,856,926,994,1061
696,Granby,62,55,Hartford,213,CRCOG,10,CRCOG,10,,1987,2062,2212,2358,2502
697,Granby,62,55,Hartford,213,CRCOG,10,CRCOG,10,,1738,1805,1935,2063,2189
698,Granby,62,55,Hartford,213,CRCOG,10,CRCOG,10,,4750,4931,5287,5637,5981
699,Granby,62,55,Hartford,213,CRCOG,10,CRCOG,10,,2823,2930,3143,3351,3555
700,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,973,1005,1070,1133,1195
701,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,1651,1707,1816,1923,2028
702,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,648,670,713,755,797
703,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,991,1024,1089,1154,1217
704,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,437,451,480,508,536
705,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,2349,2428,2583,2736,2886
706,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,2310,2388,2541,2691,2839
707,Canton,63,23,Hartford,206,CRCOG,10,CRCOG,10,,971,1004,1069,1132,1194
708,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1845,1938,2121,2301,2478
709,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,2739,2877,3150,3416,3679
710,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,2392,2512,2750,2984,3213
711,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,2736,2874,3146,3412,3675
712,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1577,1656,1813,1967,2118
713,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1657,1741,1906,2067,2226
714,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1330,1397,1529,1659,1786
715,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1296,1361,1491,1617,1741
716,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1781,1870,2047,2221,2392
717,Avon,64,4,Hartford,201,CRCOG,10,CRCOG,10,,1061,1115,1220,1324,1425
718,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1162,1216,1322,1426,1529
719,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2383,2493,2711,2924,3134
720,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2710,2835,3083,3325,3564
721,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1976,2068,2248,2425,2599
722,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1034,1081,1176,1269,1360
723,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1998,2090,2272,2451,2627
724,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1365,1429,1553,1676,1796
725,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2304,2411,2621,2828,3030
726,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2154,2254,2451,2644,2834
727,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1103,1154,1255,1354,1451
728,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,1984,2076,2258,2435,2610
729,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2200,2302,2503,2700,2893
730,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,580,606,659,711,762
731,Farmington,65,51,Hartford,211,CRCOG,10,CRCOG,10,,2676,2800,3045,3284,3520
732,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1688,1705,1738,1771,1803
733,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1198,1210,1233,1256,1279
734,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1549,1564,1595,1624,1654
735,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1272,1285,1310,1334,1358
736,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,856,864,881,897,914
737,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1234,1246,1270,1294,1317
738,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,2559,2585,2635,2684,2732
739,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,3990,4029,4107,4184,4259
740,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1782,1799,1834,1869,1902
741,Plainville,66,109,Hartford,220,CRCOG,10,CRCOG,10,,1645,1662,1694,1725,1756
742,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2281,2296,2326,2354,2383
743,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1715,1727,1749,1770,1792
744,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,3389,3411,3455,3498,3540
745,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2017,2030,2056,2082,2107
746,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2618,2635,2669,2702,2735
747,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2414,2430,2461,2492,2522
748,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2954,2973,3011,3049,3086
749,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1349,1358,1376,1393,1410
750,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2143,2157,2185,2212,2239
751,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2575,2592,2625,2658,2690
752,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1852,1864,1888,1912,1935
753,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2741,2759,2794,2829,2863
754,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,836,841,852,863,873
755,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,3756,3781,3830,3877,3924
756,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2933,2952,2990,3027,3064
757,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2321,2336,2366,2396,2425
758,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2636,2653,2687,2721,2754
759,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2759,2777,2813,2848,2882
760,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1128,1136,1150,1165,1179
761,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1082,1089,1103,1116,1130
762,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1583,1594,1614,1634,1654
763,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,510,513,520,526,532
764,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1146,1153,1168,1182,1197
765,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,683,687,696,705,713
766,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2920,2939,2977,3014,3050
767,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,1974,1987,2013,2038,2062
768,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,3956,3982,4033,4084,4133
769,Bristol,67,17,Hartford,204,NVCOG,5,CNVRMPO,5,,2181,2196,2224,2251,2278
770,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2089,2148,2265,2379,2492
771,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,1697,1745,1840,1933,2024
772,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,991,1019,1074,1128,1181
773,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2164,2225,2346,2464,2581
774,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,3734,3839,4047,4252,4453
775,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2451,2520,2657,2791,2923
776,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,1542,1586,1672,1756,1839
777,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2005,2062,2174,2284,2391
778,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,2219,2292,2436,2577,2716
779,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,4661,4813,5116,5412,5703
780,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,698,721,766,810,854
781,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,444,459,487,516,543
782,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,3148,3252,3456,3656,3853
783,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,513,530,563,596,628
784,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,2408,2487,2643,2796,2947
785,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,2182,2254,2395,2534,2670
786,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,2925,3021,3211,3397,3580
787,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,1624,1677,1783,1886,1987
788,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,941,972,1033,1093,1152
789,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,1283,1325,1408,1490,1570
790,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,3567,3684,3916,4142,4365
791,Cheshire,69,25,New Haven,505,NVCOG,5,CNVRMPO,5,,2649,2736,2908,3076,3242
792,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1955,2031,2180,2327,2471
793,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,2321,2410,2588,2762,2933
794,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,2023,2102,2257,2408,2557
795,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1992,2069,2222,2371,2518
796,Prospect,70,114,New Haven,520,NVCOG,5,CNVRMPO,5,,1448,1504,1614,1723,1830
797,Bethany,71,8,New Haven,503,SCRCOG,8,SCRCOG,8,,1038,1067,1123,1179,1233
798,Bethany,71,8,New Haven,503,SCRCOG,8,SCRCOG,8,,1348,1385,1459,1530,1601
799,Bethany,71,8,New Haven,503,SCRCOG,8,SCRCOG,8,,467,479,505,530,554
800,Bethany,71,8,New Haven,503,SCRCOG,8,SCRCOG,8,,2657,2731,2875,3017,3157
801,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2848,2894,2986,3075,3164
802,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2399,2438,2515,2591,2665
803,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,1390,1413,1457,1501,1544
804,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2249,2286,2359,2430,2499
805,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1557,1567,1587,1607,1626
806,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1750,1762,1784,1807,1828
807,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1108,1115,1130,1144,1157
808,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,1992,2005,2031,2056,2081
809,Orange,73,106,New Haven,518,SCRCOG,8,SCRCOG,8,,428,431,436,441,447
