,,,,,,,,,,,CTDPH,2015 Based Population Forecasts,,,
270,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2965,3001,3071,3140,3208
271,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2968,3004,3075,3144,3212
272,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,216,218,223,228,233
273,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,344,348,356,364,372
274,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2061,2086,2135,2183,2230
275,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,1299,1315,1346,1376,1406
276,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2572,2607,2678,2748,2816
277,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2816,2855,2933,3009,3084
278,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2041,2070,2126,2181,2235
279,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,3072,3115,3199,3282,3364
280,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2591,2627,2699,2769,2837
281,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2270,2302,2364,2426,2486
282,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1097,1112,1142,1172,1201
283,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,4211,4271,4386,4499,4611
284,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1214,1231,1264,1297,1329
285,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1321,1339,1375,1411,1446
286,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1132,1148,1179,1209,1240
287,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1889,1915,1967,2018,2069
288,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2632,2668,2741,2812,2882
289,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2179,2210,2269,2328,2386
290,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2422,2456,2523,2588,2653
291,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1707,1731,1778,1824,1869
292,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2527,2562,2632,2700,2767
293,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1407,1427,1466,1504,1541
294,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2012,2040,2096,2150,2203
295,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1298,1316,1352,1387,1421
296,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,1368,1387,1425,1462,1498
297,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,4151,4209,4323,4435,4545
298,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2029,2057,2113,2168,2222
299,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2022,2050,2106,2160,2214
300,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2359,2392,2457,2521,2583
301,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2299,2331,2395,2457,2518
302,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2670,2707,2781,2853,2924
303,Fairfield,27,50,Fairfield,107,MetroCOG,7,GBVMPO,7,,2215,2246,2307,2367,2426
304,Easton,28,45,Fairfield,106,MetroCOG,7,GBVMPO,7,,1376,1414,1490,1565,1638
305,Easton,28,45,Fairfield,106,MetroCOG,7,GBVMPO,7,,1599,1644,1733,1819,1905
306,Easton,28,45,Fairfield,106,MetroCOG,7,GBVMPO,7,,3625,3727,3928,4124,4318
307,Easton,28,45,Fairfield,106,MetroCOG,7,GBVMPO,7,,358,368,388,408,427
308,Easton,28,45,Fairfield,106,MetroCOG,7,GBVMPO,7,,667,686,722,759,794
309,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2449,2550,2747,2942,3132
310,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1136,1182,1274,1364,1452
311,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,3115,3243,3494,3741,3984
312,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2634,2741,2954,3162,3368
313,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1105,1150,1240,1327,1413
314,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2370,2467,2658,2846,3031
315,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1352,1408,1517,1624,1729
316,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2134,2221,2394,2563,2729
317,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,3746,3899,4202,4498,4790
318,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1908,1985,2139,2291,2439
319,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2329,2425,2613,2797,2979
320,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1351,1407,1516,1623,1728
321,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2393,2490,2684,2873,3059
322,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1375,1425,1523,1619,1713
323,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,3877,4017,4293,4564,4830
324,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1704,1766,1887,2006,2123
325,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1654,1713,1831,1947,2060
326,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1616,1675,1790,1902,2014
327,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,2403,2490,2661,2829,2994
328,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,709,734,785,834,883
329,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,1325,1373,1468,1560,1651
330,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,868,899,961,1022,1081
331,Southbury,30,130,New Haven,522,NVCOG,5,CNVRMPO,5,,4144,4293,4588,4878,5163
332,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1267,1312,1402,1490,1576
333,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1735,1797,1921,2041,2160
334,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1955,2025,2164,2300,2434
335,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1355,1404,1500,1594,1687
336,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,2053,2127,2272,2415,2555
337,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1271,1317,1407,1496,1583
338,Bethlehem,32,10,Litchfield,302,NVCOG,5,CNVRMPO,5,,971,1004,1068,1131,1192
339,Bethlehem,32,10,Litchfield,302,NVCOG,5,CNVRMPO,5,,814,841,894,947,998
340,Bethlehem,32,10,Litchfield,302,NVCOG,5,CNVRMPO,5,,1016,1050,1117,1182,1247
341,Bethlehem,32,10,Litchfield,302,NVCOG,5,CNVRMPO,5,,672,694,739,782,825
342,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,555,567,591,615,638
343,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,516,527,550,572,593
344,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,583,596,621,646,671
345,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,639,654,682,709,736
346,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1667,1683,1715,1745,1775
347,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1373,1386,1411,1436,1461
348,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1711,1727,1759,1791,1822
349,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1448,1462,1489,1516,1542
350,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,702,709,722,735,748
351,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1311,1323,1348,1372,1396
352,Goshen,35,54,Litchfield,307,NHCOG,3,NHCOG,R,,469,494,543,592,639
353,Goshen,35,54,Litchfield,307,NHCOG,3,NHCOG,R,,728,767,843,917,991
354,Goshen,35,54,Litchfield,307,NHCOG,3,NHCOG,R,,1388,1461,1607,1749,1889
355,Goshen,35,54,Litchfield,307,NHCOG,3,NHCOG,R,,319,336,369,402,434
356,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,231,236,244,250,255
357,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,499,510,529,541,551
358,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,496,507,525,538,547
359,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,417,427,442,453,460
360,Colebrook,37,29,Litchfield,305,NHCOG,3,NHCOG,R,,306,312,323,335,346
361,Colebrook,37,29,Litchfield,305,NHCOG,3,NHCOG,R,,655,667,693,717,741
362,Colebrook,37,29,Litchfield,305,NHCOG,3,NHCOG,R,,252,257,267,276,286
363,Colebrook,37,29,Litchfield,305,NHCOG,3,NHCOG,R,,223,228,236,245,253
364,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,382,383,383,383,383
365,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,647,647,647,647,647
366,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1228,1228,1228,1229,1229
367,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1663,1663,1663,1663,1663
368,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,599,599,599,599,599
369,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1610,1610,1610,1610,1610
370,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1698,1698,1699,1699,1699
371,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,2499,2499,2499,2499,2500
372,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,503,503,503,503,503
373,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2585,2622,2696,2768,2839
374,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,850,862,886,910,934
375,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,903,916,942,967,992
376,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1317,1336,1374,1411,1447
377,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1850,1876,1929,1981,2032
378,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1217,1235,1270,1304,1337
379,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1378,1398,1437,1475,1513
380,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2244,2276,2340,2403,2465
381,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2916,2958,3041,3122,3202
382,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1931,1959,2014,2068,2121
383,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1919,1946,2001,2055,2108
384,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1342,1362,1400,1437,1474
385,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,3200,3246,3337,3426,3514
386,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2019,2049,2106,2163,2218
387,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,5000,5073,5215,5355,5492
388,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,4235,4296,4417,4535,4651
389,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,2361,2394,2460,2525,2588
390,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,810,822,844,866,888
391,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,1264,1282,1317,1351,1386
392,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,1058,1073,1103,1132,1160
393,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1478,1512,1578,1643,1707
394,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1674,1712,1788,1861,1934
395,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1078,1103,1151,1199,1245
396,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,414,423,442,460,478
397,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,898,918,958,998,1036
398,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,526,538,561,584,607
399,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1553,1588,1658,1726,1793
400,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1349,1368,1406,1443,1479
401,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,627,636,653,670,687
402,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,3526,3576,3675,3772,3867
403,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2006,2034,2090,2146,2200
404,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2893,2934,3016,3095,3174
405,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2499,2535,2605,2674,2741
406,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1440,1461,1501,1541,1580
407,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2378,2411,2478,2543,2608
408,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,516,523,538,552,566
409,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,461,468,481,494,506
410,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1191,1208,1241,1274,1307
411,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,3025,3068,3153,3236,3318
412,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1191,1224,1289,1353,1415
413,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1818,1868,1967,2064,2160
414,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1369,1407,1481,1554,1626
415,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,794,816,859,902,944
416,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,488,501,528,554,579
417,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1974,2029,2137,2242,2346
418,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,365,388,434,478,522
419,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,1549,1647,1840,2029,2215
420,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,973,1034,1155,1274,1390
421,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,2753,2926,3269,3605,3935
422,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,2141,2276,2543,2804,3061
423,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,1885,2004,2238,2468,2694
424,Oxford,44,107,New Haven,519,NVCOG,5,CNVRMPO,5,,3347,3558,3974,4382,4784
425,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3520,3653,3915,4172,4425
426,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,798,828,888,946,1004
427,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3212,3334,3573,3808,4039
428,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,4288,4449,4769,5083,5390
429,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,2185,2268,2431,2590,2747
430,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3501,3634,3895,4151,4402
431,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,2329,2416,2590,2760,2928
432,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2151,2178,2232,2286,2338
433,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2547,2580,2644,2707,2769
434,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1316,1333,1366,1398,1431
435,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2416,2447,2508,2568,2627
436,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2262,2291,2348,2404,2459
437,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1716,1737,1781,1823,1865
438,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3286,3328,3411,3492,3572
439,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2355,2385,2445,2503,2560
440,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2983,3021,3096,3170,3242
441,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3565,3611,3701,3789,3876
442,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1516,1536,1574,1611,1648
443,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1871,1895,1942,1989,2034
444,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3848,3897,3994,4090,4183
445,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2815,2851,2922,2991,3060
446,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1981,2006,2056,2105,2153
447,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,330,331,334,337,340
448,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,0,0,0,0,0
449,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,0,0,0,0,0
450,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,967,971,980,988,997
451,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3101,3115,3142,3169,3195
452,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2467,2478,2499,2520,2541
453,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,536,539,543,548,553
454,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2328,2338,2358,2378,2398
455,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1711,1719,1734,1749,1763
456,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4938,4960,5003,5045,5087
457,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2444,2455,2477,2497,2518
458,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1632,1639,1653,1667,1681
459,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2635,2646,2669,2692,2714
460,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,0,0,0,0,0
461,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,637,639,645,651,656
462,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4600,4620,4661,4700,4739
463,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1328,1333,1345,1356,1368
464,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,660,663,669,675,680
465,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4479,4499,4538,4577,4614
466,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3647,3663,3695,3726,3757
467,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4684,4705,4746,4786,4825
468,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,5328,5351,5398,5444,5488
469,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3538,3554,3585,3615,3645
470,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2699,2711,2735,2758,2781
471,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2358,2369,2389,2410,2429
472,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,5929,5955,6007,6058,6107
473,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1624,1632,1646,1660,1673
474,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4210,4229,4265,4302,4337
475,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2660,2672,2695,2718,2741
476,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1836,1844,1860,1876,1892
477,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4945,4967,5010,5052,5094
478,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3649,3665,3697,3728,3759
479,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3918,3936,3970,4004,4036
480,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,5523,5548,5596,5643,5690
481,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,6330,6358,6413,6467,6521
482,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3597,3613,3644,3675,3705
483,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3389,3404,3434,3463,3491
484,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2208,2218,2237,2256,2275
485,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2086,2095,2114,2131,2149
486,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4631,4651,4692,4731,4770
487,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4162,4180,4217,4252,4287
488,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3600,3616,3647,3678,3709
489,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,5861,5887,5938,5988,6038
490,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3097,3111,3138,3165,3191
491,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1923,1932,1949,1965,1981
492,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,4148,4166,4202,4238,4273
493,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,2506,2517,2539,2560,2581
494,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,1485,1492,1505,1518,1530
495,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3537,3553,3584,3614,3644
496,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,3475,3490,3521,3551,3580
497,Bridgeport,47,15,Fairfield,102,MetroCOG,7,GBVMPO,7,,253,254,256,258,260
498,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2627,2640,2667,2692,2718
499,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2196,2207,2229,2251,2272
500,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,764,768,775,783,790
501,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2813,2828,2856,2883,2910
502,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2145,2156,2177,2198,2219
503,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,4400,4423,4467,4510,4552
504,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2053,2063,2084,2104,2124
505,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2862,2876,2905,2933,2960
506,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1238,1244,1256,1269,1280
507,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1367,1374,1387,1401,1414
508,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1978,1988,2008,2027,2046
509,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,757,760,768,775,783
510,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2505,2518,2543,2567,2592
511,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3,3,3,3,3
512,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,329,330,333,337,340
513,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3589,3607,3642,3678,3712
514,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1477,1485,1500,1514,1528
515,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1505,1513,1528,1542,1557
516,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2991,3006,3036,3065,3094
517,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2056,2066,2087,2107,2127
518,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2755,2769,2796,2824,2850
519,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1687,1696,1713,1729,1745
520,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2191,2202,2224,2245,2267
521,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1477,1485,1500,1514,1528
522,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1286,1292,1305,1318,1330
523,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3558,3576,3611,3646,3680
524,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1250,1258,1274,1290,1306
525,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1926,1938,1963,1987,2011
526,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2320,2335,2365,2394,2422
527,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1913,1925,1949,1973,1997
528,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1033,1040,1053,1066,1079
529,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2040,2053,2079,2104,2130
530,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2015,2028,2054,2079,2104
531,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2337,2352,2382,2411,2440
532,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2271,2285,2314,2342,2370
533,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1157,1164,1179,1194,1208
534,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2089,2103,2130,2156,2181
535,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2102,2115,2142,2168,2194
536,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1991,2004,2029,2054,2079
537,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2031,2044,2070,2095,2120
