V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,CASENO
1,31,1,20,0,0,23,1,5,5,2,5,5,6,2,3,5,6,6,6,2,2,5,6,5,5,5,5,2,2,2,2,3,1,3,3,1,3,2,5,6,5,5,5,6,2,5,5,5,2,5,5,2,5,5,5,5,5,5,5,4,5,5,5,3,6,5,5,39,0,1,3,0,0,0,0,,,0,0,0,0,0,0,3,5,2,2,,2,1,1,5,2,3,3,3,3,128
0,25,1,11,0,2,23,3,1,6,5,6,6,6,2,5,6,6,6,6,5,5,4,6,6,5,6,6,6,5,5,5,3,1,1,2,1,1,1,4,6,6,6,6,5,5,6,6,5,4,6,6,6,6,6,4,4,5,5,6,6,5,6,4,5,6,4,6,61,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,,1,1,1,5,3,3,3,3,3,129
1,19,0,9,1,0,10,3,1,4,3,5,5,6,1,2,4,4,6,6,6,4,4,5,4,2,4,4,5,4,4,5,3,1,3,1,2,1,2,4,4,2,4,3,3,4,4,3,3,4,4,4,3,4,4,2,4,3,2,4,3,1,4,2,4,,2,4,55,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,3,5,4,1,,1,2,1,5,2,3,1,1,2,130
1,26,1,14,1,1,0,2,4,4,2,4,4,5,1,4,6,3,6,5,3,4,4,5,3,2,4,3,5,5,5,4,3,1,4,1,1,2,3,5,5,4,3,2,3,3,5,4,4,2,4,5,4,5,6,2,2,2,2,2,4,3,3,2,2,2,2,2,61,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,3,6,5,5,,1,1,1,1,3,2,3,3,3,131
1,16,1,19,0,0,0,1,1,6,4,6,6,6,1,5,5,5,6,6,5,5,4,6,6,6,5,5,2,1,2,1,3,3,4,4,1,1,1,3,5,6,5,5,5,3,5,3,3,3,5,5,4,4,6,5,5,5,5,5,5,5,5,5,4,5,3,5,43,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,,1,2,1,1,3,3,3,2,1,132
1,18,0,16,0,0,0,3,1,6,4,6,6,6,4,6,,,6,6,6,1,6,6,6,6,6,6,1,1,1,1,2,2,2,2,3,1,2,6,3,6,6,6,1,6,6,6,1,6,6,6,6,3,6,6,6,6,1,6,6,6,6,6,3,6,6,6,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,none,2,2,2,1,3,3,3,3,3,133
1,17,1,13,0,0,0,3,5,6,6,4,5,6,2,1,1,6,5,6,4,5,4,5,5,4,6,5,5,1,2,3,2,1,1,2,1,1,1,5,4,5,4,5,6,2,6,1,3,5,4,6,5,6,6,6,5,6,4,5,5,6,5,5,6,6,4,5,46,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,UCC,2,2,1,3,3,3,3,3,3,134
1,32,0,10,2,2,21,2,6,1,6,1,6,6,4,1,6,5,1,6,4,5,1,2,2,2,2,1,5,6,6,6,3,1,4,3,1,4,1,2,6,1,2,2,6,1,6,1,6,1,1,1,6,6,1,6,6,6,4,6,4,6,6,6,6,6,5,6,16,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,2,5,1,1,PRESBYTERIAN,2,2,2,5,1,1,2,3,3,135
0,30,1,19,0,2,24,2,5,1,2,1,3,6,1,1,4,6,2,6,4,6,2,3,3,1,4,2,6,5,6,6,3,1,4,3,1,4,1,2,6,1,1,1,6,1,1,1,6,2,1,1,1,6,1,2,2,4,4,4,1,4,4,1,5,4,2,4,60,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,,5,2,,2,2,1,1,2,2,3,2,3,136
0,27,1,17,2,0,1,2,4,4,5,4,5,6,4,5,2,3,5,6,5,6,5,2,1,1,2,1,6,6,6,6,3,1,4,1,1,3,1,4,6,2,2,2,6,2,2,1,6,5,2,2,2,6,2,5,2,4,5,3,2,4,,1,6,4,4,3,64,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,,1,1,1,5,2,2,2,2,2,137
1,15,1,18,0,1,0,3,2,6,6,5,4,5,2,4,2,5,5,6,5,3,4,4,2,4,5,4,5,4,4,2,3,1,3,1,1,2,2,4,5,5,4,4,4,4,5,4,4,4,4,4,2,4,5,4,4,4,2,3,4,5,2,4,2,2,2,2,38,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,presbyterian,1,2,1,1,3,3,3,2,3,138
1,18,0,4,2,2,18,1,6,6,4,4,5,6,1,4,4,5,6,6,5,5,4,5,5,3,5,4,6,4,4,5,2,1,3,3,1,2,2,5,6,5,5,4,5,5,5,2,3,5,4,5,5,5,5,2,2,4,3,3,3,4,4,3,4,4,2,4,51,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,,1,2,1,2,3,3,3,3,3,139
1,30,1,19,0,1,0,3,4,4,6,6,6,6,3,2,6,6,6,6,5,4,5,6,3,6,6,6,2,2,2,1,3,1,1,1,1,3,1,2,6,4,2,3,6,1,4,1,6,6,4,4,1,6,5,5,3,6,6,6,3,5,6,1,6,6,4,6,63,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,,1,2,1,2,2,2,3,2,3,140
1,29,1,15,1,2,11,1,1,5,5,2,6,6,3,4,6,6,5,6,6,6,1,,,,,,,,,,,,,,,,,2,6,5,5,5,4,2,2,1,6,2,4,2,3,6,4,3,3,3,3,4,5,5,5,4,4,5,3,3,29,1,1,3,0,,0,,0,,0,,0,,0,,5,5,2,1,,,2,1,1,1,1,2,2,2,141
1,18,1,20,0,2,0,3,4,5,4,5,5,6,3,3,5,5,5,6,5,3,4,5,5,4,4,4,6,4,6,3,3,1,4,3,1,2,1,3,5,4,3,4,5,3,4,4,4,2,4,4,2,5,4,4,4,4,4,5,5,5,4,4,4,5,2,5,69,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,2,7,4,5,,2,2,2,2,1,2,3,1,1,142
0,17,1,13,0,2,19,1,2,6,5,6,5,6,1,4,4,5,6,5,5,2,5,5,5,4,5,5,5,2,4,3,2,1,3,2,2,1,1,5,5,5,5,5,3,5,5,4,2,2,5,5,3,5,5,5,4,5,4,5,2,5,5,4,4,4,4,4,51,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,presbyterian,2,2,1,3,3,3,2,3,3,143
1,20,1,17,0,2,0,1,4,3,3,2,5,5,2,3,4,5,5,5,5,4,4,3,2,2,3,3,5,5,5,5,3,1,1,4,1,3,2,4,5,3,4,4,5,2,3,2,5,2,3,3,5,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,53,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,presbyterian,1,1,1,1,2,3,3,3,3,144
1,15,1,13,0,0,0,1,5,6,5,4,4,6,1,6,2,5,5,6,4,6,2,5,5,1,4,4,5,2,4,5,3,1,2,2,1,2,2,5,2,4,4,4,5,4,4,2,4,4,4,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,43,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4,5,3,1,pentacostal,1,2,1,1,1,2,2,1,3,145
1,32,1,17,2,2,22,1,5,2,4,1,4,6,2,2,5,4,2,5,5,5,4,2,1,1,2,1,6,5,5,6,3,1,4,1,1,3,2,4,5,4,2,2,5,3,3,1,5,2,2,3,2,6,4,3,4,4,5,6,4,4,6,3,4,4,2,5,29,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,methodist,2,2,1,3,3,3,3,3,3,146
1,23,1,20,2,2,20,3,2,5,4,5,6,5,1,4,4,6,6,6,5,3,4,5,4,2,4,4,4,2,3,2,3,2,2,2,3,1,1,5,4,5,6,6,4,5,5,5,2,3,5,5,3,4,5,6,6,6,4,6,5,6,6,5,4,5,6,3,55,0,1,8,0,1,0,1,0,1,0,0,0,0,0,0,5,4,4,2,roman,1,1,1,4,3,3,2,2,3,147
1,31,0,17,0,2,0,3,5,5,4,2,2,5,2,5,2,5,4,4,4,2,4,5,5,5,5,4,4,3,2,2,2,2,1,2,2,2,3,5,3,4,2,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,2,3,3,5,5,5,5,5,5,5,13,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,1,PRESBYTERIAN,1,1,1,1,3,3,3,3,3,148
1,28,1,13,2,2,0,3,3,5,5,6,5,6,3,5,6,6,6,6,5,1,5,6,5,4,5,5,5,3,6,2,3,2,3,3,1,1,1,5,5,5,5,5,4,5,5,5,2,2,5,6,5,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,26,0,1,4,0,,0,,0,,0,,0,,0,,4,9,2,2,,2,2,2,1,3,2,2,2,3,149
0,34,0,9,0,1,0,2,3,2,1,1,1,6,1,1,6,4,4,6,4,4,1,4,4,1,5,4,6,3,2,2,3,1,2,1,1,3,1,1,5,4,4,4,6,1,1,1,6,4,4,1,4,6,4,4,1,4,1,5,4,5,4,1,3,4,2,5,50,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,3,9,4,1,,1,2,1,1,2,2,2,3,2,150
1,24,0,6,2,0,16,1,2,6,6,6,6,6,6,4,6,6,6,6,6,4,6,5,5,5,5,5,6,3,5,3,3,1,4,2,1,3,2,5,5,5,4,4,4,3,4,3,3,3,5,5,5,4,6,6,6,6,6,6,5,6,6,6,3,6,6,6,12,0,1,3,0,,0,,0,,0,,0,,0,,1,5,2,1,methodist,1,2,1,1,3,3,2,2,3,151
1,26,0,8,0,1,23,3,1,5,2,5,6,6,5,2,2,6,5,5,5,3,5,5,5,4,5,5,5,2,5,4,3,1,2,2,1,1,2,4,5,5,5,5,3,5,5,4,5,3,5,5,4,5,5,5,5,5,4,4,4,4,3,4,2,5,4,3,20,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,5,2,1,methodist,1,2,1,1,2,3,2,3,3,152
1,26,1,18,2,0,18,1,1,6,6,6,6,3,3,6,3,4,6,6,5,1,6,4,4,5,6,6,4,3,3,4,2,1,1,2,2,1,2,5,4,6,6,5,1,4,6,4,2,4,6,6,5,4,6,6,6,5,5,3,6,5,5,6,4,6,4,4,55,0,1,3,0,0,0,0,0,1,0,1,0,1,0,1,3,5,1,1,methodist,1,1,1,2,3,3,2,3,3,153
0,29,1,12,0,1,21,2,6,6,5,6,6,4,3,6,4,5,6,6,6,1,6,6,6,5,6,6,4,1,2,6,2,2,1,2,2,1,1,6,5,6,6,6,2,5,6,6,1,1,6,6,4,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,39,0,1,4,0,1,0,1,0,1,0,0,0,0,0,1,4,8,4,2,roman,1,1,1,3,3,2,3,3,3,154
1,20,1,19,2,2,19,2,6,5,3,6,5,5,2,3,3,5,5,3,5,1,5,4,4,4,5,4,4,2,2,2,2,3,1,2,2,2,2,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,5,4,3,4,5,5,5,4,4,4,4,4,56,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,,1,2,1,3,2,2,2,3,3,155
1,33,1,3,0,1,0,2,3,6,2,4,6,6,1,3,3,5,6,6,6,2,5,6,5,5,5,5,5,2,2,2,3,1,4,2,1,1,2,6,4,5,6,5,2,4,6,6,3,3,5,6,2,5,6,4,5,3,4,5,5,4,2,5,2,5,3,5,52,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,,2,2,2,1,3,3,3,3,3,156
0,25,0,18,0,0,17,2,1,4,5,6,6,6,2,4,6,6,6,6,4,4,4,1,2,1,1,2,6,4,5,5,3,1,3,3,1,2,1,1,5,1,5,1,5,2,2,1,5,2,5,2,2,6,4,5,4,3,4,4,4,5,5,3,5,6,2,5,45,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,2,,1,2,2,1,3,3,3,3,3,157
0,27,0,3,1,0,0,3,2,2,5,1,4,6,1,5,5,2,6,6,5,2,3,5,5,5,5,5,5,2,2,2,3,2,3,2,1,1,1,2,6,5,4,5,3,3,4,2,5,1,4,5,2,6,6,5,5,6,2,2,5,6,6,5,2,5,5,3,78,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,,2,2,1,2,3,2,3,3,3,158
1,25,1,18,2,0,21,1,1,2,2,3,3,5,1,1,5,4,3,5,5,4,3,3,4,2,3,2,5,5,4,5,3,1,4,1,1,3,1,2,6,2,2,2,6,4,2,2,4,2,2,3,2,5,2,4,5,5,5,5,5,6,5,5,4,5,4,5,55,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,1,christian,1,2,1,1,3,3,3,3,3,159
0,16,1,13,2,0,16,3,1,5,6,5,5,6,2,4,5,5,5,6,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1,1,1,2,2,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,3,4,24,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,5,1,1,1,baptist,1,2,1,4,1,1,3,3,2,160
1,24,0,5,1,1,0,2,2,5,4,5,6,6,4,3,4,6,6,6,6,2,6,6,5,5,6,6,5,1,6,2,3,1,3,2,1,2,1,5,5,5,6,5,6,5,5,1,5,2,5,5,2,5,5,5,5,5,6,6,5,6,5,6,2,5,4,5,23,0,1,4,0,,1,0,0,0,0,0,0,0,0,0,4,5,2,1,nazarene,1,2,2,3,2,2,2,2,3,161
0,16,0,2,0,1,11,2,5,5,2,5,5,5,2,2,5,5,5,6,5,2,4,5,5,4,4,5,2,2,3,2,3,1,2,2,2,2,1,5,5,4,5,5,4,3,5,2,5,2,5,5,2,5,5,3,5,3,3,5,5,4,5,5,5,5,3,5,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,BAPTIST,1,1,1,1,3,3,3,1,2,162
0,23,1,18,2,2,11,1,2,6,1,6,5,6,1,3,6,4,6,6,4,3,6,4,4,3,4,4,6,3,6,3,2,1,4,4,1,3,1,6,6,6,4,4,6,4,4,1,6,4,4,4,2,6,6,4,5,4,5,5,5,5,5,5,5,5,4,5,71,1,1,4,0,0,0,1,0,1,0,0,0,0,0,0,2,5,3,2,,1,2,1,2,3,3,3,3,3,163
0,22,1,20,2,2,16,3,5,3,1,1,6,5,1,6,4,4,6,6,5,5,6,6,6,6,6,6,4,1,4,1,2,1,4,4,2,1,1,4,6,6,6,6,4,4,6,6,4,3,6,6,3,4,6,6,6,5,1,5,6,6,4,6,6,6,5,5,66,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,4,christian,1,2,1,1,3,3,3,3,3,164
0,21,1,13,1,1,0,3,2,5,3,6,5,6,3,4,4,5,6,6,5,4,6,5,6,4,5,6,6,4,5,5,2,1,1,2,2,2,1,6,5,6,4,6,3,5,6,5,4,5,6,5,6,5,6,5,5,6,4,6,4,5,5,6,4,5,5,6,24,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,methodist,1,2,2,2,3,3,2,3,3,165
1,16,0,20,1,1,9,1,4,5,2,2,2,5,1,5,2,2,5,2,6,2,2,2,4,4,2,3,5,4,4,6,3,1,4,2,2,2,2,4,5,3,5,5,2,2,2,2,4,4,4,2,3,4,5,,,,,,,,,,,,,,30,1,1,5,,1,1,1,1,,0,0,0,0,0,0,,,,,,2,2,2,1,3,3,3,3,3,166
1,22,0,3,1,1,20,1,5,5,2,2,5,5,1,3,4,5,4,4,4,2,3,5,4,3,5,4,5,2,3,4,3,1,3,2,2,1,1,5,5,5,5,4,3,2,5,5,5,3,5,5,3,4,5,4,5,5,3,3,5,5,4,4,4,4,2,3,19,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,3,6,1,2,,2,2,2,1,3,2,2,3,3,167
0,29,0,3,0,1,11,3,1,4,4,6,6,6,1,3,6,6,6,6,6,3,6,4,3,5,5,4,6,4,5,1,3,1,1,3,1,2,2,4,5,4,4,4,5,5,5,5,4,1,4,5,2,5,4,3,5,4,4,4,2,3,2,2,,4,3,,63,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,6,,1,methodist/luthern,2,2,1,3,2,3,1,3,3,168
1,25,1,20,0,1,0,3,3,3,4,2,5,6,1,1,6,2,4,6,6,6,4,4,2,2,2,2,6,,6,,3,1,2,3,1,3,1,4,6,2,3,2,6,4,3,2,6,1,3,3,1,6,3,4,6,5,5,6,5,5,6,6,6,6,4,6,59,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,3,5,2,1,BAPTIST,2,2,1,1,3,3,3,3,3,169
0,34,0,13,1,2,0,3,5,5,6,5,6,6,2,5,5,5,5,6,6,4,5,5,4,5,5,5,5,3,3,2,3,1,3,2,2,1,2,6,5,6,6,6,2,2,5,5,2,4,5,5,4,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6,21,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,assemblies of god,1,1,1,1,3,3,2,3,3,170
1,30,1,15,2,1,16,3,3,4,5,5,4,6,1,2,5,5,5,5,5,5,5,4,2,2,5,4,5,5,2,2,3,2,1,3,2,2,1,4,5,4,4,4,3,3,4,4,4,2,4,4,3,5,6,3,4,5,3,3,4,4,5,3,5,5,4,4,45,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,2,,2,2,1,1,3,3,3,3,3,171
1,22,1,11,2,0,13,1,1,4,5,2,5,6,2,4,5,4,1,6,4,6,5,4,4,2,2,3,5,4,4,3,3,1,1,1,2,1,1,5,5,3,3,3,6,3,4,3,6,4,2,3,3,5,3,4,3,4,3,4,2,3,2,1,2,5,3,4,28,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,,2,2,2,1,3,3,3,3,3,172
0,27,1,15,1,1,1,3,6,5,4,2,5,6,6,4,3,4,5,6,4,6,3,3,2,1,3,2,6,2,4,5,3,1,4,1,1,2,1,4,5,4,4,4,4,3,4,3,5,3,3,3,3,5,5,6,6,6,1,5,3,4,6,6,4,6,5,5,54,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,,1,1,1,3,2,2,3,3,3,173
0,16,1,20,0,2,21,3,3,5,6,2,5,6,2,2,1,4,4,6,6,1,6,5,5,5,6,6,5,1,5,2,2,2,3,3,2,1,1,4,5,5,6,5,2,4,5,5,2,2,5,5,2,4,6,5,6,6,2,5,6,6,6,6,2,6,4,5,33,0,1,6,0,0,1,1,0,0,0,0,1,0,0,0,3,3,5,1,METHODIST,1,1,1,5,3,3,2,3,3,174
1,15,1,20,0,2,22,3,2,4,5,5,4,6,5,4,6,5,4,6,4,3,4,4,4,2,5,4,5,3,4,2,3,2,1,2,1,1,1,4,4,4,5,4,3,3,5,5,2,2,4,5,4,5,5,2,6,6,4,5,6,5,6,4,5,6,4,6,45,1,1,7,0,0,0,1,0,1,0,1,0,1,0,1,4,6,6,2,,2,2,2,3,3,3,2,3,3,175
1,17,1,6,0,1,0,3,5,6,5,6,6,6,1,5,6,6,6,6,6,4,5,6,5,5,6,6,6,4,4,2,2,1,4,3,1,1,1,6,5,5,4,4,4,4,5,2,4,4,5,5,6,6,5,2,4,2,2,5,4,4,4,4,4,5,2,4,62,1,1,7,0,0,1,0,0,1,0,0,0,0,0,0,,5,2,1,METHODIST,2,2,2,3,2,3,2,2,3,176
1,25,0,6,1,2,19,1,3,5,5,4,5,6,2,4,1,4,5,6,6,4,5,4,4,3,4,5,5,2,4,4,3,1,3,2,2,2,1,5,5,4,6,6,4,4,5,3,5,6,4,3,4,5,5,3,2,2,3,3,2,2,1,3,1,2,2,2,14,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,,2,2,1,1,,,,,,177
1,16,1,12,2,2,22,2,3,5,2,5,5,4,1,6,2,4,5,2,5,1,4,5,5,4,6,5,4,2,2,2,2,2,3,2,3,1,2,4,4,5,5,6,2,4,6,5,1,4,5,6,5,4,6,1,1,1,1,1,1,1,1,4,1,1,1,1,49,0,1,8,0,0,1,0,0,1,0,0,0,0,0,1,4,2,5,5,,1,2,1,2,3,3,3,3,3,178
1,32,1,7,0,0,0,1,1,5,6,5,6,6,5,5,6,6,6,6,5,6,5,4,4,6,2,5,2,1,1,1,3,1,1,1,1,1,1,5,6,5,5,5,6,4,5,2,6,5,5,5,1,5,5,5,6,6,5,6,5,5,6,4,6,6,4,6,21,0,1,3,0,1,0,1,0,1,0,0,0,1,0,1,4,5,2,1,baptist,2,2,1,3,2,2,3,3,3,179
1,19,1,15,0,1,22,3,4,5,4,6,6,6,2,5,5,6,6,6,6,5,5,5,5,2,5,5,5,2,2,2,3,1,1,2,1,2,2,5,5,5,5,5,2,5,5,5,2,2,5,5,4,5,5,3,4,4,2,2,4,4,5,5,2,3,4,3,28,0,1,4,0,1,0,1,0,1,0,0,0,0,0,0,3,6,2,2,,2,2,1,3,3,2,3,3,3,180
1,28,1,20,0,1,23,2,5,5,2,5,4,5,1,5,3,5,6,5,6,3,5,5,4,2,3,5,5,3,5,4,2,1,3,2,2,1,2,5,5,5,5,5,2,5,5,5,4,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,6,24,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,1,,1,2,1,3,2,3,2,3,3,181
1,16,0,12,0,1,13,2,3,5,5,4,6,6,1,4,6,3,5,6,4,3,2,5,2,4,5,4,6,3,5,4,2,1,3,1,1,2,1,1,6,6,6,6,1,4,6,6,3,2,6,6,4,6,6,2,5,2,2,2,4,4,4,4,4,4,1,3,70,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,methodist,1,2,1,3,3,2,3,2,3,182
1,31,1,10,0,2,0,3,3,6,2,5,6,6,4,6,6,6,6,6,5,3,5,6,4,2,5,5,5,5,5,5,3,1,4,4,2,2,1,6,6,4,5,1,6,4,5,2,6,1,4,5,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,47,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,,2,2,2,1,2,2,3,3,3,183
0,33,0,7,1,2,0,1,6,4,4,1,2,6,2,3,6,4,4,5,4,2,2,5,4,3,4,2,4,3,4,3,3,3,1,3,2,2,1,4,5,4,5,5,1,4,5,4,3,2,5,5,2,5,5,3,4,4,2,2,4,4,4,4,4,5,2,3,46,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,2,roman,1,2,1,1,3,2,3,3,3,184
1,20,1,20,1,0,22,1,4,5,2,6,6,6,2,5,5,5,6,5,5,3,4,5,4,5,5,5,5,3,2,5,3,1,2,4,2,2,2,5,5,5,5,4,5,3,5,5,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,,2,2,2,1,3,3,3,3,3,185
1,31,0,13,0,2,12,2,5,6,1,5,5,6,1,6,5,6,6,6,6,2,4,5,5,5,5,5,6,2,5,2,3,1,3,2,1,1,1,6,6,6,6,6,6,6,6,6,2,2,5,6,5,6,6,5,6,6,5,5,6,6,5,6,6,6,5,6,27,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,,2,2,2,2,3,3,3,3,3,186
1,20,1,8,0,0,0,1,1,1,4,5,1,6,2,2,6,6,6,6,6,6,5,5,4,6,5,5,6,2,6,5,3,1,3,3,1,3,1,5,6,1,4,4,6,1,4,1,6,1,4,4,1,6,4,4,6,6,3,6,5,5,6,6,3,6,5,6,32,1,1,2,0,,0,,0,,0,,0,,0,,3,5,2,2,,2,2,2,1,3,2,3,3,3,187
0,33,1,12,2,1,1,1,2,4,3,5,5,5,4,4,4,5,4,5,4,4,5,4,4,2,5,4,5,3,2,3,,3,3,4,2,2,1,5,4,4,4,4,3,4,4,3,3,3,4,4,5,5,5,2,4,3,2,3,3,4,4,4,3,4,2,3,52,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,,1,2,1,3,2,2,2,3,3,188
0,21,1,20,0,0,21,2,5,5,3,5,5,6,3,5,,5,6,6,6,3,6,5,5,,5,6,2,2,2,2,2,1,4,3,1,2,1,6,5,6,6,5,4,5,5,3,4,5,5,5,4,4,5,5,5,5,5,5,5,5,6,4,5,5,5,5,20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,4,,2,2,1,1,3,2,2,3,3,189
1,20,1,17,0,2,0,1,2,6,1,3,6,3,1,4,1,1,6,5,6,3,6,5,2,1,1,1,6,5,6,6,3,2,3,2,2,2,3,5,5,6,6,6,6,6,6,5,2,2,6,6,5,6,6,4,6,5,5,3,3,6,2,6,5,6,3,5,49,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,2,,2,2,2,3,2,2,3,1,3,190
1,23,0,9,0,2,22,1,4,5,5,5,6,6,5,5,6,6,5,6,5,4,5,5,5,4,4,4,5,3,4,4,3,1,4,2,1,2,2,5,6,4,4,4,6,4,4,4,4,5,5,4,3,6,5,4,5,4,3,5,4,5,5,4,5,5,4,5,37,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,4,5,3,4,russian orthodox,2,2,1,3,3,2,2,2,2,191
1,17,1,19,1,1,0,3,2,6,1,6,6,4,1,4,1,6,5,5,6,2,4,6,6,6,6,6,6,2,2,1,2,2,2,2,4,1,3,6,3,6,6,4,3,6,6,4,1,6,6,6,6,4,6,4,6,6,4,5,6,6,3,1,1,6,3,5,45,1,2,3,0,1,0,1,0,1,0,1,0,1,0,1,5,4,1,1,BAPTIST,1,1,1,5,2,3,2,3,3,192
1,21,1,13,0,0,22,2,5,4,5,6,5,6,2,3,5,6,6,6,5,5,4,5,5,4,4,5,5,2,5,3,3,1,2,2,1,2,2,5,6,4,5,5,5,3,3,4,4,3,5,5,2,5,5,5,5,5,3,4,5,5,5,4,3,4,3,5,19,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,5,,2,,2,,1,1,2,3,3,3,3,193
1,15,1,7,1,1,0,2,1,5,2,5,4,5,1,5,1,5,5,6,5,4,5,5,6,5,5,4,3,1,4,2,3,2,1,2,2,4,3,4,4,6,4,6,2,4,6,6,1,1,6,6,2,5,6,2,3,2,2,2,5,4,4,5,3,5,2,3,64,1,1,7,0,,0,,0,,0,0,1,1,0,0,3,3,1,2,,1,1,1,1,2,2,3,2,2,194
0,31,1,16,0,0,17,2,1,6,1,4,5,6,1,3,4,6,4,6,6,4,3,5,4,3,3,3,5,2,3,3,3,1,2,1,1,3,2,3,5,6,4,4,3,3,4,2,3,3,4,4,5,6,5,2,2,4,2,1,3,3,6,3,2,3,1,3,59,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,4,3,2,5,,2,1,1,3,1,2,2,2,2,195
1,23,0,11,1,0,1,3,5,5,6,6,5,6,5,5,3,5,5,6,5,5,4,5,5,3,5,5,5,2,5,3,3,1,2,2,2,2,2,5,5,4,4,5,3,4,4,4,3,4,5,5,2,4,5,5,5,6,5,5,4,5,5,5,2,5,5,5,33,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,,2,1,1,1,3,2,2,3,3,196
